,0,1,2
7812,Dylan Moran: Monster ,"['Comedy', 'Documentary']",(2004)
7813,Safe House ,"['Action', 'Crime', 'Mystery', 'Thriller']",(2012)
7814,"Vow, The ","['Drama', 'Romance']",(2012)
7815,Louis C.K.: Live at the Beacon Theater ,['Comedy'],(2011)
7816,Pitfall (Otoshiana) ,"['Crime', 'Drama', 'Fantasy']",(1962)
7817,Monsieur Lazhar ,"['Children', 'Comedy', 'Drama']",(2011)
7818,"For a Good Time, Call... ","['Comedy', 'Drama', 'Romance']",(2012)
7819,Janie Jones ,"['Drama', 'Musical']",(2010)
7820,Journey 2: The Mysterious Island ,"['Action', 'Adventure', 'Comedy', 'Sci-Fi', 'IMAX']",(2012)
7821,Perfect Sense ,"['Drama', 'Romance', 'Sci-Fi']",(2011)
7822,Rollo and the Woods Sprite (Rölli ja metsänhenki) ,"['Children', 'Fantasy']",(2001)
7823,"Atomic Brain, The ","['Horror', 'Sci-Fi']",(1963)
7824,Ghost Rider: Spirit of Vengeance ,"['Action', 'Fantasy', 'Thriller']",(2012)
7825,Prayers for Bobby ,['Drama'],(2009)
7826,"Very Potter Musical, A ","['Comedy', 'Musical']",(2009)
7827,"Very Potter Sequel, A ","['Comedy', 'Musical']",(2010)
7828,Miss Nobody ,"['Comedy', 'Crime']",(2010)
7829,"Civil War, The ","['Documentary', 'War']",(1990)
7830,Ro.Go.Pa.G. ,"['Comedy', 'Drama']",(1963)
7831,"Women on the 6th Floor, The (Les Femmes du 6ème Étage) ",['Comedy'],(2010)
7832,Mega Shark vs. Crocosaurus ,"['Action', 'Adventure', 'Horror']",(2010)
7833,Red Hill ,"['Crime', 'Thriller', 'Western']",(2010)
7834,Mickey's The Prince and the Pauper ,"['Animation', 'Children']",(1990)
7835,Gone ,"['Drama', 'Thriller']",(2012)
7836,Project X ,['Comedy'],(2012)
7837,Dr. Seuss' The Lorax ,"['Animation', 'Fantasy', 'Musical', 'IMAX']",(2012)
7838,"Big Year, The ",['Comedy'],(2011)
7839,Act of Valor ,"['Action', 'Thriller', 'War']",(2012)
7840,Trailer Park Boys ,"['Comedy', 'Crime']",(1999)
7841,This Means War ,"['Action', 'Comedy', 'Romance']",(2012)
7842,John Carter ,"['Action', 'Adventure', 'Sci-Fi', 'IMAX']",(2012)
7843,Goon ,"['Comedy', 'Drama']",(2011)
7844,"Ledge, The ","['Drama', 'Thriller']",(2011)
7845,21 Jump Street ,"['Action', 'Comedy', 'Crime']",(2012)
7846,"Jeff, Who Lives at Home ","['Comedy', 'Drama']",(2012)
7847,Lockout ,"['Action', 'Sci-Fi', 'Thriller']",(2012)
7848,"Snowtown (Snowtown Murders, The) ","['Crime', 'Drama', 'Thriller']",(2011)
7849,Space Battleship Yamato ,"['Action', 'Adventure', 'Drama']",(2010)
7850,Jiro Dreams of Sushi ,['Documentary'],(2011)
7851,Damsels in Distress ,"['Comedy', 'Romance']",(2011)
7852,Salmon Fishing in the Yemen ,"['Comedy', 'Drama', 'Romance']",(2011)
7853,Wrath of the Titans ,"['Action', 'Adventure', 'Fantasy', 'IMAX']",(2012)
7854,Detachment ,['Drama'],(2011)
7855,Iron Sky ,"['Action', 'Comedy', 'Sci-Fi']",(2012)
7856,Absentia ,['Horror'],(2011)
7857,American Reunion (American Pie 4) ,['Comedy'],(2012)
7858,The Raid: Redemption ,"['Action', 'Crime']",(2011)
7859,"Cabin in the Woods, The ","['Comedy', 'Horror', 'Sci-Fi', 'Thriller']",(2012)
7860,God Bless America ,"['Comedy', 'Drama']",(2011)
7861,"Three Stooges, The ",['Comedy'],(2012)
7862,"Raven, The ","['Mystery', 'Thriller']",(2012)
7863,North & South ,"['Drama', 'Romance']",(2004)
7864,"Big Bang, The ","['Action', 'Thriller']",(2011)
7865,Mirror Mirror ,"['Adventure', 'Comedy', 'Fantasy']",(2012)
7866,Battleship ,"['Action', 'Sci-Fi', 'Thriller', 'IMAX']",(2012)
7867,"Best Exotic Marigold Hotel, The ","['Comedy', 'Drama']",(2011)
7868,Comic-Con Episode IV: A Fan's Hope ,['Documentary'],(2011)
7869,Bully ,['Documentary'],(2011)
7870,Hysteria ,"['Comedy', 'Romance']",(2011)
7871,Dante's Inferno: An Animated Epic ,"['Action', 'Animation', 'Fantasy']",(2010)
7872,"Atomic Submarine, The ","['Sci-Fi', 'Thriller']",(1959)
7873,"Five-Year Engagement, The ","['Comedy', 'Romance']",(2012)
7874,Think Like a Man ,['Comedy'],(2012)
7875,"Lucky One, The ",['Drama'],(2012)
7876,Safe ,"['Action', 'Crime', 'Thriller']",(2012)
7877,Dark Shadows ,"['Comedy', 'Horror', 'IMAX']",(2012)
7878,96 Minutes (,"['Drama', 'Thriller']",2011) 
7879,"Decoy Bride, The ","['Comedy', 'Romance']",(2011)
7880,Rocket Singh: Salesman of the Year ,"['Comedy', 'Drama']",(2009)
7881,"Dictator, The ",['Comedy'],(2012)
7882,Walking with Monsters ,['Documentary'],(2005)
7883,Men in Black III (M.III.B.) (M.I.B.³) ,"['Action', 'Comedy', 'Sci-Fi', 'IMAX']",(2012)
7884,Snow White and the Huntsman ,"['Action', 'Adventure', 'Drama']",(2012)
7885,Sound of My Voice ,"['Drama', 'Mystery', 'Sci-Fi']",(2011)
7886,Eva ,"['Drama', 'Fantasy', 'Sci-Fi']",(2011)
7887,"Pirates! Band of Misfits, The ","['Adventure', 'Animation', 'Children', 'Comedy']",(2012)
7888,Prometheus ,"['Action', 'Horror', 'Sci-Fi', 'IMAX']",(2012)
7889,"Pact, The ","['Horror', 'Mystery', 'Thriller']",(2012)
7890,Bernie ,"['Comedy', 'Crime', 'Drama']",(2011)
7891,Inhale ,"['Drama', 'Thriller']",(2010)
7892,Take This Waltz ,"['Drama', 'Romance']",(2011)
7893,Wanderlust ,['Comedy'],(2012)
7894,Moonrise Kingdom ,"['Comedy', 'Drama', 'Romance']",(2012)
7895,Get the Gringo ,"['Action', 'Crime', 'Drama', 'Thriller']",(2012)
7896,Superman/Doomsday (,"['Action', 'Animation']",2007) 
7897,"Thousand Words, A ","['Comedy', 'Drama']",(2012)
7898,Safety Not Guaranteed ,"['Comedy', 'Drama']",(2012)
7899,Madagascar 3: Europe's Most Wanted ,"['Adventure', 'Animation', 'Children', 'Comedy', 'IMAX']",(2012)
7900,Your Sister's Sister ,"['Comedy', 'Drama']",(2011)
7901,Dragon Ball: The Curse Of The Blood Rubies (Doragon bôru: Shenron no densetsu) ,"['Action', 'Adventure', 'Animation', 'Children']",(1986)
7902,Dragon Ball: Sleeping Princess in Devil's Castle (Doragon bôru: Majinjô no nemuri hime) ,"['Action', 'Adventure', 'Animation', 'Children']",(1987)
7903,Superman/Batman: Public Enemies ,"['Action', 'Animation', 'Fantasy']",(2009)
7904,Dragon Ball: Mystical Adventure (Doragon bôru: Makafushigi dai bôken) ,"['Action', 'Adventure', 'Animation', 'Children']",(1988)
7905,Dragon Ball Z the Movie: The World's Strongest (a.k.a. Dragon Ball Z: The Strongest Guy in The World) (Doragon bôru Z: Kono yo de ichiban tsuyoi yatsu) ,"['Action', 'Adventure', 'Animation', 'Sci-Fi', 'Thriller']",(1990)
7906,Brave ,"['Action', 'Adventure', 'Animation', 'Children']",(2012)
7907,Beauty and the Beast: The Enchanted Christmas ,"['Animation', 'Children', 'Fantasy', 'Musical']",(1997)
7908,Front of the Class ,['Drama'],(2008)
7909,Dragon Ball Z the Movie: The Tree of Might (Doragon bôru Z 3: Chikyû marugoto chô kessen) ,"['Action', 'Adventure', 'Animation', 'Sci-Fi']",(1990)
7910,Pocahontas II: Journey to a New World (,"['Adventure', 'Animation', 'Children']",1998) 
7911,What to Expect When You're Expecting ,"['Comedy', 'Drama', 'Romance']",(2012)
7912,To Rome with Love ,['Comedy'],(2012)
7913,Abraham Lincoln: Vampire Hunter ,"['Action', 'Fantasy', 'Horror', 'Thriller']",(2012)
7914,First Position ,['Documentary'],(2011)
7915,Rock of Ages ,"['Comedy', 'Drama', 'Musical', 'IMAX']",(2012)
7916,Seeking a Friend for the End of the World ,"['Comedy', 'Drama', 'Romance']",(2012)
7917,Presto ,"['Animation', 'Children', 'Comedy', 'Fantasy']",(2008)
7918,Jack-Jack Attack ,"['Adventure', 'Animation', 'Children', 'Comedy']",(2005)
7919,One Man Band ,"['Animation', 'Comedy', 'Musical']",(2005)
7920,Ted ,"['Comedy', 'Fantasy']",(2012)
7921,Magic Mike ,"['Drama', 'Romance']",(2012)
7922,Dragon Ball Z: The Return of Cooler (Doragon bôru Z 6: Gekitotsu! Hyakuoku pawâ no senshi) ,"['Action', 'Adventure', 'Animation']",(1992)
7923,Dragon Ball Z: Cooler's Revenge (Doragon bôru Z 5: Tobikkiri no saikyô tai saikyô) ,"['Action', 'Adventure', 'Animation']",(1991)
7924,Dragon Ball Z: Super Android 13! (Doragon bôru Z 7: Kyokugen batoru!! San dai sûpâ saiyajin) ,"['Action', 'Adventure', 'Animation']",(1992)
7925,Dragon Ball Z: Broly - The Legendary Super Saiyan (Doragon bôru Z 8: Moetsukiro!! Nessen retsusen-chô gekisen) ,"['Action', 'Adventure', 'Animation']",(1993)
7926,Cleanskin ,"['Crime', 'Drama', 'Thriller']",(2012)
7927,"Amazing Spider-Man, The ","['Action', 'Adventure', 'Sci-Fi', 'IMAX']",(2012)
7928,Dragon Ball Z: Bojack Unbound (Doragon bôru Z 9: Ginga girigiri!! Butchigiri no sugoi yatsu) ,"['Action', 'Adventure', 'Animation', 'Fantasy']",(1993)
7929,Ice Age 4: Continental Drift ,"['Adventure', 'Animation', 'Comedy']",(2012)
7930,Beasts of the Southern Wild ,"['Drama', 'Fantasy']",(2012)
7931,Savages ,"['Crime', 'Drama', 'Thriller']",(2012)
7932,"Firm, The ",['Drama'],(2009)
7933,Spirit Camp ,['Horror'],(2009)
7934,Geri's Game ,"['Animation', 'Children']",(1997)
7935,Some Guy Who Kills People ,"['Comedy', 'Thriller']",(2011)
7936,Treasure Island ,['Adventure'],(2012)
7937,"Watch, The ","['Comedy', 'Sci-Fi']",(2012)
7938,"Adventures of Mary-Kate and Ashley, The: The Case of the Christmas Caper ","['Children', 'Musical', 'Mystery']",(1995)
7939,2 Days in New York ,['Comedy'],(2012)
7940,Killer Joe ,"['Crime', 'Thriller']",(2011)
7941,Dragon Ball Z: Broly Second Coming (Doragon bôru Z 10: Kiken na futari! Sûpâ senshi wa nemurenai) ,"['Action', 'Adventure', 'Animation']",(1994)
7942,Dragon Ball Z: Bio-Broly (Doragon bôru Z 11: Sûpâ senshi gekiha! Katsu no wa ore da) ,"['Action', 'Adventure', 'Animation']",(1994)
7943,Anaconda: The Offspring ,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",(2008)
7944,"Christmas Carol, A ","['Drama', 'Fantasy']",(1999)
7945,Goodbye Charlie ,"['Comedy', 'Fantasy', 'Romance']",(1964)
7946,For the Birds ,"['Animation', 'Children', 'Comedy']",(2000)
7947,Ruby Sparks ,"['Comedy', 'Fantasy', 'Romance']",(2012)
7948,Total Recall ,"['Action', 'Sci-Fi', 'Thriller']",(2012)
7949,"Angels' Share, The ","['Comedy', 'Drama']",(2012)
7950,"Immature, The (Immaturi) ",['Comedy'],(2011)
7951,Dragon Ball Z: Bardock - The Father of Goku (Doragon bôru Z: Tatta hitori no saishuu kessen - Furiiza ni itonda Z senshi Kakarotto no chichi) ,"['Action', 'Adventure', 'Animation']",(1990)
7952,Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu) ,"['Action', 'Adventure', 'Animation']",(1993)
7953,Dragon Ball GT: A Hero's Legacy (Doragon bôru GT: Gokû gaiden! Yûki no akashi wa sû-shin-chû) ,"['Action', 'Adventure', 'Animation']",(1997)
7954,Sidewalls (Medianeras) ,['Drama'],(2011)
7955,Skyfall ,"['Action', 'Adventure', 'Thriller', 'IMAX']",(2012)
7956,Hands Over the City (Le mani sulla città) ,['Drama'],(1963)
7957,"Campaign, The ",['Comedy'],(2012)
7958,Brake ,"['Crime', 'Thriller']",(2012)
7959,Hope Springs ,"['Comedy', 'Drama']",(2012)
7960,"Queen of Versailles, The ",['Documentary'],(2012)
7961,ParaNorman ,"['Adventure', 'Animation', 'Comedy']",(2012)
7962,Diary of a Wimpy Kid: Dog Days ,"['Children', 'Comedy']",(2012)
7963,Broken ,['Drama'],(2012)
7964,6 Days to Air: The Making of South Park ,['Documentary'],(2011)
7965,Premium Rush ,"['Action', 'Thriller']",(2012)
7966,"Odd Life of Timothy Green, The ","['Comedy', 'Drama', 'Fantasy']",(2012)
7967,Lawless ,"['Crime', 'Drama']",(2012)
7968,Piranha 3DD (a.k.a. Piranha DD) ,"['Comedy', 'Horror']",(2012)
7969,Prime Suspect 3 ,"['Crime', 'Drama', 'Mystery']",(1993)
7970,Searching for Sugar Man ,['Documentary'],(2012)
7971,Prime Suspect 6: The Last Witness ,"['Drama', 'Thriller']",(2003)
7972,Prime Suspect: The Lost Child ,"['Drama', 'Mystery']",(1995)
7973,Conception ,"['Comedy', 'Romance']",(2011)
7974,Paradise Lost 3: Purgatory ,['Documentary'],(2011)
7975,"Words, The ","['Drama', 'Romance']",(2012)
7976,Pitch Perfect ,"['Comedy', 'Musical']",(2012)
7977,Samsara ,['Documentary'],(2011)
7978,Runaway Brain (,"['Animation', 'Comedy', 'Sci-Fi']",1995) 
7979,Looper ,"['Action', 'Crime', 'Sci-Fi']",(2012)
7980,That's My Boy ,['Comedy'],(2012)
7981,Robot & Frank ,"['Comedy', 'Drama', 'Sci-Fi']",(2012)
7982,Resident Evil: Retribution ,"['Action', 'Horror', 'Sci-Fi', 'IMAX']",(2012)
7983,Lola Versus ,"['Comedy', 'Romance']",(2012)
7984,"Master, The ",['Drama'],(2012)
7985,Dredd ,"['Action', 'Sci-Fi']",(2012)
7986,End of Watch ,"['Crime', 'Drama', 'Thriller']",(2012)
7987,V/H/S ,"['Horror', 'Thriller']",(2012)
7988,"Perks of Being a Wallflower, The ","['Drama', 'Romance']",(2012)
7989,"Hunt, The (Jagten) ",['Drama'],(2012)
7990,Holy Motors ,"['Drama', 'Fantasy', 'Musical', 'Mystery', 'Sci-Fi']",(2012)
7991,Taken 2 ,"['Action', 'Crime', 'Drama', 'Thriller']",(2012)
7992,House at the End of the Street ,"['Horror', 'Thriller']",(2012)
7993,My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai) ,"['Comedy', 'Fantasy', 'Romance']",(2002)
7994,Love Lasts Three Years (L'amour dure trois ans) ,"['Comedy', 'Drama', 'Romance']",(2011)
7995,"Tall Man, The ","['Crime', 'Drama', 'Mystery']",(2012)
7996,LOL ,"['Comedy', 'Drama', 'Romance']",(2012)
7997,Rust and Bone (De rouille et d'os) ,"['Drama', 'Romance']",(2012)
7998,Marley ,['Documentary'],(2012)
7999,Frankenweenie ,"['Animation', 'Comedy', 'Horror', 'IMAX']",(2012)
8000,Sinister ,"['Horror', 'Thriller']",(2012)
8001,"Thing: Terror Takes Shape, The ",['Documentary'],(1998)
8002,Hotel Transylvania ,"['Animation', 'Children', 'Comedy']",(2012)
8003,Side by Side ,['Documentary'],(2012)
8004,Take Aim at the Police Van (Sono gosôsha wo nerae: 'Jûsangô taihisen' yori) ,"['Action', 'Crime', 'Mystery']",(1960)
8005,Argo ,"['Drama', 'Thriller']",(2012)
8006,Seven Psychopaths ,"['Comedy', 'Crime']",(2012)
8007,Liberal Arts ,"['Comedy', 'Drama']",(2012)
8008,Catch .44 ,"['Action', 'Drama', 'Thriller']",(2011)
8009,[REC]³ 3 Génesis ,"['Horror', 'Thriller']",(2012)
8010,Asterix & Obelix: God Save Britannia (Astérix et Obélix: Au service de Sa Majesté) ,"['Adventure', 'Comedy']",(2012)
8011,Paranormal Activity 4 ,"['Horror', 'IMAX']",(2012)
8012,Alex Cross ,"['Action', 'Crime', 'Mystery', 'Thriller']",(2012)
8013,Cloud Atlas ,"['Drama', 'Sci-Fi', 'IMAX']",(2012)
8014,'Hellboy': The Seeds of Creation ,"['Action', 'Adventure', 'Comedy', 'Documentary', 'Fantasy']",(2004)
8015,Silent Hill: Revelation 3D ,"['Horror', 'Mystery', 'Thriller']",(2012)
8016,Here Comes the Boom ,"['Action', 'Comedy']",(2012)
8017,Mental ,"['Comedy', 'Drama']",(2012)
8018,Killing Them Softly ,"['Crime', 'Drama', 'Thriller']",(2012)
8019,"Imposter, The ",['Documentary'],(2012)
8020,"Sessions, The (Surrogate, The) ",['Drama'],(2012)
8021,Smashed ,"['Comedy', 'Drama']",(2012)
8022,Wreck-It Ralph ,"['Animation', 'Comedy']",(2012)
8023,Silver Linings Playbook ,"['Comedy', 'Drama']",(2012)
8024,Flight ,['Drama'],(2012)
8025,Anna Karenina ,['Drama'],(2012)
8026,Life of Pi ,"['Adventure', 'Drama', 'IMAX']",(2012)
8027,"Man with the Iron Fists, The ","['Action', 'Adventure', 'Crime']",(2012)
8028,"Bay, The ","['Horror', 'Sci-Fi', 'Thriller']",(2012)
8029,Himizu ,"['Children', 'Crime', 'Drama']",(2011)
8030,Jackass 3.5 ,"['Comedy', 'Documentary']",(2011)
8031,Indie Game: The Movie ,['Documentary'],(2012)
8032,"Batman: The Dark Knight Returns, Part 1 ","['Action', 'Animation', 'Sci-Fi']",(2012)
8033,Lincoln ,"['Drama', 'War']",(2012)
8034,Nature Calls ,['Comedy'],(2012)
8035,Vamps ,"['Comedy', 'Horror', 'Romance']",(2012)
8036,"Twilight Saga: Breaking Dawn - Part 2, The ","['Adventure', 'Drama', 'Fantasy', 'Romance', 'IMAX']",(2012)
8037,10 Years ,"['Comedy', 'Drama', 'Romance']",(2011)
8038,Red Dawn ,"['Action', 'War']",(2012)
8039,Rise of the Guardians ,"['Adventure', 'Animation', 'Children', 'Fantasy', 'IMAX']",(2012)
8040,"Fantastic Fear of Everything, A ",['Comedy'],(2012)
8041,Deadfall ,"['Crime', 'Drama', 'Thriller']",(2012)
8042,Byzantium ,"['Drama', 'Fantasy', 'Thriller']",(2012)
8043,Paperman ,"['Animation', 'Comedy', 'Romance']",(2012)
8044,"Fearless Hyena, The (Xiao quan guai zhao) ","['Action', 'Comedy']",(1979)
8045,Half a Loaf of Kung Fu (Dian zhi gong fu gan chian chan) ,"['Action', 'Comedy']",(1980)
8046,Hitchcock ,['Drama'],(2012)
8047,From Up on Poppy Hill (Kokuriko-zaka kara) ,"['Animation', 'Drama', 'Romance']",(2011)
8048,Redline ,"['Action', 'Animation', 'Sci-Fi']",(2009)
8049,Winners and Sinners (Qi mou miao ji: Wu fu xing) ,"['Action', 'Comedy', 'Crime']",(1983)
8050,My Lucky Stars (Fuk sing go jiu) ,"['Action', 'Comedy']",(1985)
8051,"Money Money Money (L'aventure, c'est l'aventure) ","['Adventure', 'Comedy']",(1972)
8052,"Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman, A ","['Animation', 'Comedy']",(2012)
8053,"Hobbit: An Unexpected Journey, The ","['Adventure', 'Fantasy', 'IMAX']",(2012)
8054,Hyde Park on Hudson ,"['Comedy', 'Drama']",(2012)
8055,How to Make Love to a Woman ,"['Comedy', 'Romance']",(2010)
8056,Zero Dark Thirty ,"['Action', 'Drama', 'Thriller']",(2012)
8057,Fire with Fire ,"['Action', 'Crime', 'Drama']",(2012)
8058,Warm Bodies ,"['Comedy', 'Horror', 'Romance']",(2013)
8059,Wrong ,"['Comedy', 'Drama']",(2012)
8060,Playing for Keeps ,"['Comedy', 'Romance']",(2012)
8061,"Guilt Trip, The ",['Comedy'],(2012)
8062,Jack Reacher ,"['Action', 'Crime', 'Thriller']",(2012)
8063,Django Unchained ,"['Action', 'Drama', 'Western']",(2012)
8064,This Is 40 ,['Drama'],(2012)
8065,I Bought a Vampire Motorcycle ,"['Comedy', 'Horror']",(1990)
8066,Ice Cream Man ,"['Comedy', 'Horror']",(1995)
8067,"Impossible, The (Imposible, Lo) ","['Drama', 'Thriller']",(2012)
8068,"Misérables, Les ","['Drama', 'Musical', 'Romance', 'IMAX']",(2012)
8069,Campfire Tales ,['Horror'],(1997)
8070,Parental Guidance ,['Comedy'],(2012)
8071,John Dies at the End ,"['Comedy', 'Fantasy', 'Horror']",(2012)
8072,"Misérables, Les ","['Drama', 'Romance']",(2000)
8073,Promised Land ,['Drama'],(2012)
8074,English Vinglish ,"['Comedy', 'Drama']",(2012)
8075,Fish Story (Fisshu sutôrî) ,['Comedy'],(2009)
8076,Texas Chainsaw 3D ,"['Horror', 'Mystery', 'Thriller']",(2013)
8077,Gangster Squad ,"['Action', 'Crime', 'Drama']",(2013)
8078,"Iceman, The ","['Crime', 'Drama', 'Thriller']",(2012)
8079,It's Such a Beautiful Day ,"['Animation', 'Comedy', 'Drama', 'Fantasy', 'Sci-Fi']",(2012)
8080,"Batman: The Dark Knight Returns, Part 2 ","['Action', 'Animation']",(2013)
8081,Everything or Nothing: The Untold Story of 007 ,['Documentary'],(2012)
8082,Codependent Lesbian Space Alien Seeks Same ,"['Comedy', 'Romance', 'Sci-Fi']",(2011)
8083,"Last Stand, The ","['Action', 'Crime', 'Thriller']",(2013)
8084,Upstream Color ,"['Romance', 'Sci-Fi', 'Thriller']",(2013)
8085,Shadow Dancer ,"['Crime', 'Drama', 'Thriller']",(2012)
8086,Human Planet ,['Documentary'],(2011)
8087,Comme un chef ,['Comedy'],(2012)
8088,Movie 43 ,['Comedy'],(2013)
8089,"Pervert's Guide to Ideology, The ",['Documentary'],(2012)
8090,Sightseers ,['Comedy'],(2012)
8091,Hansel & Gretel: Witch Hunters ,"['Action', 'Fantasy', 'Horror', 'IMAX']",(2013)
8092,Jim Jefferies: Fully Functional (EPIX) ,['Comedy'],(2012)
8093,Why Stop Now ,"['Comedy', 'Drama']",(2012)
8094,Tabu ,"['Drama', 'Romance']",(2012)
8095,Upside Down ,"['Drama', 'Romance', 'Sci-Fi']",(2012)
8096,"Liability, The ","['Action', 'Thriller']",(2012)
8097,Angst  ,"['Drama', 'Horror']",(1983)
8098,Stand Up Guys ,"['Comedy', 'Crime']",(2012)
8099,Side Effects ,"['Crime', 'Drama', 'Mystery', 'Thriller']",(2013)
8100,Identity Thief ,"['Comedy', 'Crime']",(2013)
8101,"ABCs of Death, The ",['Horror'],(2012)
8102,Beautiful Creatures ,"['Drama', 'Fantasy', 'Romance']",(2013)
8103,"Good Day to Die Hard, A ","['Action', 'Crime', 'Thriller', 'IMAX']",(2013)
8104,21 and Over ,['Comedy'],(2013)
8105,Safe Haven ,"['Drama', 'Mystery', 'Romance']",(2013)
8106,Frozen Planet ,['Documentary'],(2011)
8107,"Act of Killing, The ",['Documentary'],(2012)
8108,Universal Soldier: Day of Reckoning ,"['Action', 'Sci-Fi', 'Thriller']",(2012)
8109,Escape from Planet Earth ,"['Adventure', 'Animation', 'Comedy', 'Sci-Fi']",(2013)
8110,Before Midnight ,"['Drama', 'Romance']",(2013)
8111,Snitch ,"['Action', 'Drama', 'Thriller']",(2013)
8112,Dark Skies ,"['Horror', 'Sci-Fi', 'Thriller']",(2013)
8113,Oh Boy (A Coffee in Berlin) ,"['Comedy', 'Drama']",(2012)
8114,Journey to the West: Conquering the Demons (Daai wa sai you chi Chui mo chun kei) ,"['Adventure', 'Comedy', 'Fantasy', 'Romance', 'IMAX']",(2013)
8115,Maniac Cop 2 ,"['Action', 'Horror', 'Thriller']",(1990)
8116,Jack the Giant Slayer ,"['Adventure', 'Fantasy', 'IMAX']",(2013)
8117,Wadjda ,['Drama'],(2012)
8118,"Unintentional Kidnapping of Mrs. Elfriede Ott, The (Die Unabsichtliche Entführung der Frau Elfriede Ott) ",['Comedy'],(2010)
8119,"Legend of Sleepy Hollow, The ","['Animation', 'Comedy', 'Horror', 'Musical']",(1949)
8120,G.I. Joe: Retaliation ,"['Action', 'Adventure', 'Sci-Fi', 'Thriller', 'IMAX']",(2013)
8121,Stoker ,"['Drama', 'Mystery', 'Thriller']",(2013)
8122,Oz the Great and Powerful ,"['Action', 'Adventure', 'Fantasy', 'IMAX']",(2013)
8123,"Croods, The ","['Adventure', 'Animation', 'Comedy']",(2013)
8124,"Incredible Burt Wonderstone, The ",['Comedy'],(2013)
8125,"Call, The ","['Drama', 'Thriller']",(2013)
8126,Olympus Has Fallen ,"['Action', 'Thriller']",(2013)
8127,"First Time, The ","['Comedy', 'Drama', 'Romance']",(2012)
8128,Mezzo Forte ,"['Action', 'Animation', 'Comedy']",(1998)
8129,"Place Beyond the Pines, The ","['Crime', 'Drama']",(2012)
8130,"Brass Teapot, The ","['Comedy', 'Fantasy', 'Thriller']",(2012)
8131,Phil Spector ,['Drama'],(2013)
8132,"Host, The ","['Action', 'Adventure', 'Romance']",(2013)
8133,Admission ,"['Comedy', 'Romance']",(2013)
8134,Evil Dead ,['Horror'],(2013)
8135,Trance ,"['Crime', 'Thriller']",(2013)
8136,"Perfect Plan, A (Plan parfait, Un) ","['Adventure', 'Comedy', 'Romance']",(2012)
8137,Oblivion ,"['Action', 'Adventure', 'Sci-Fi', 'IMAX']",(2013)
8138,Dark Tide ,"['Adventure', 'Drama', 'Thriller']",(2012)
8139,42 ,['Drama'],(2013)
8140,Wolf Children (Okami kodomo no ame to yuki) ,"['Animation', 'Fantasy']",(2012)
8141,Disconnect ,"['Drama', 'Thriller']",(2012)
8142,"Invincible Iron Man, The ",['Animation'],(2007)
8143,Yongary: Monster from the Deep ,"['Children', 'Horror', 'Sci-Fi']",(1967)
8144,Pain & Gain ,"['Action', 'Comedy', 'Crime']",(2013)
8145,Hulk Vs. ,['Animation'],(2009)
8146,Resolution ,"['Horror', 'Thriller']",(2012)
8147,Grabbers ,"['Comedy', 'Horror', 'Sci-Fi']",(2012)
8148,Justice League: Doom (,"['Action', 'Animation', 'Fantasy']",2012) 
8149,"Grandmaster, The (Yi dai zong shi) ","['Action', 'Drama', 'IMAX']",(2013)
8150,This Is the End ,"['Action', 'Comedy']",(2013)
8151,Iron Man 3 ,"['Action', 'Sci-Fi', 'Thriller', 'IMAX']",(2013)
8152,"English Teacher, The ","['Comedy', 'Drama']",(2013)
8153,Mud ,"['Adventure', 'Crime', 'Drama']",(2012)
8154,Bill Hicks: Revelations ,['Comedy'],(1993)
8155,Pawn ,"['Crime', 'Thriller']",(2013)
8156,Shaolin Temple (Shao Lin si) ,"['Action', 'Adventure', 'Drama']",(1976)
8157,Syrup ,"['Comedy', 'Drama']",(2013)
8158,"Great Gatsby, The ",['Drama'],(2013)
8159,Star Trek Into Darkness ,"['Action', 'Adventure', 'Sci-Fi', 'IMAX']",(2013)
8160,"Internship, The ",['Comedy'],(2013)
8161,Darkon ,"['Documentary', 'Fantasy']",(2006)
8162,Mimino ,['Comedy'],(1977)
8163,Ivan Vasilievich: Back to the Future (Ivan Vasilievich menyaet professiyu) ,"['Adventure', 'Comedy']",(1973)
8164,Only God Forgives ,"['Drama', 'Thriller']",(2013)
8165,"Hangover Part III, The ",['Comedy'],(2013)
8166,"Fast & Furious 6 (Fast and the Furious 6, The) ","['Action', 'Crime', 'Thriller', 'IMAX']",(2013)
8167,Epic ,"['Adventure', 'Animation', 'Fantasy']",(2013)
8168,Captain America ,"['Action', 'Drama']",(1979)
8169,Tie Xi Qu: West of the Tracks (Tiexi qu) ,['Documentary'],(2003)
8170,"Rink, The ",['Comedy'],(1916)
8171,Captain America II: Death Too Soon ,"['Action', 'Crime']",(1979)
8172,Down Terrace ,"['Comedy', 'Crime', 'Drama']",(2009)
8173,Frances Ha ,"['Comedy', 'Drama']",(2012)
8174,"Lords of Salem, The ","['Horror', 'Thriller']",(2012)
8175,Behind the Candelabra ,['Drama'],(2013)
8176,As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty ,['Documentary'],(2000)
8177,With Great Power: The Stan Lee Story ,['Documentary'],(2012)
